employee_id,gender,age,education,recruitment_channel,length_of_service
60546,Male,31,Bachelors,sourcing,4
27766,Male,32,Masters & above,other,5
23831,Male,30,Bachelors,sourcing,5
8842,Female,37,Bachelors,other,2
1200,Male,34,Bachelors,other,7
28008,Male,32,Bachelors,other,8
21423,Male,26,Below Secondary,sourcing,3
13230,Male,35,Masters & above,other,9
17741,Male,24,Below Secondary,sourcing,3
26804,Male,36,Bachelors,other,10
69357,Male,26,Bachelors,other,1
27270,Male,32,Bachelors,sourcing,4
51083,Female,35,Masters & above,other,3
56358,Male,44,Masters & above,sourcing,18
55079,Female,33,Masters & above,sourcing,5
20623,Female,33,Masters & above,other,8
54376,Male,37,Masters & above,other,9
65710,Male,27,Bachelors,other,1
3977,Male,36,Bachelors,other,6
6741,Female,31,Bachelors,sourcing,6
71927,Male,36,Bachelors,other,3
10822,Male,46,Masters & above,other,6
28488,Male,31,Bachelors,sourcing,3
16109,Male,26,Bachelors,other,2
29497,Male,47,Masters & above,referred,8
18940,Male,31,Bachelors,other,6
59574,Female,33,Masters & above,sourcing,3
29733,Male,36,Masters & above,other,5
16662,Male,32,Masters & above,other,6
15367,Male,33,Bachelors,sourcing,4
2788,Male,44,Bachelors,other,15
25676,Male,33,Bachelors,other,6
73763,Male,46,Bachelors,other,6
69037,Male,40,Bachelors,sourcing,4
31473,Male,26,Bachelors,other,1
58782,Male,40,Bachelors,referred,6
58370,Male,23,Bachelors,sourcing,2
35065,Male,30,Bachelors,other,4
22906,Female,33,Bachelors,other,2
63364,Male,35,Bachelors,sourcing,9
2645,Male,42,Masters & above,sourcing,13
38781,Male,45,Masters & above,other,6
12678,Male,38,Bachelors,sourcing,9
34218,Male,27,Bachelors,other,1
29731,Female,40,Bachelors,sourcing,15
6521,Male,26,Bachelors,sourcing,1
44574,Male,41,Bachelors,other,2
19274,Male,34,Bachelors,sourcing,8
29940,Female,36,Bachelors,sourcing,7
43029,Male,32,Masters & above,other,6
69882,Male,34,Masters & above,other,5
33840,Male,27,Bachelors,sourcing,2
54366,Male,23,Bachelors,sourcing,1
31721,Male,26,Bachelors,sourcing,1
54298,Male,46,Masters & above,sourcing,6
18400,Male,29,Bachelors,other,2
77739,Male,29,Bachelors,other,7
7832,Female,25,Bachelors,other,1
1216,Male,28,Bachelors,sourcing,3
389,Male,32,Bachelors,other,5
1446,Male,43,Masters & above,other,7
36471,Female,26,Bachelors,other,1
9975,Male,34,Bachelors,other,5
20521,Male,55,Bachelors,sourcing,5
41729,Female,30,Bachelors,other,4
39452,Male,38,Bachelors,sourcing,8
3197,Female,31,Masters & above,sourcing,6
19571,Male,31,Bachelors,other,4
35130,Male,26,Bachelors,sourcing,2
45314,Male,40,Masters & above,sourcing,10
72757,Male,33,Bachelors,referred,9
68633,Male,26,Bachelors,sourcing,4
67509,Male,27,Bachelors,other,2
38288,Male,47,Masters & above,other,15
29519,Female,38,Bachelors,other,4
17601,Male,29,Bachelors,sourcing,2
38443,Male,41,Masters & above,sourcing,2
65620,Male,27,Bachelors,other,4
48635,Female,26,Bachelors,sourcing,3
45454,Male,28,Bachelors,sourcing,3
23282,Female,29,Bachelors,sourcing,4
25644,Female,33,Bachelors,sourcing,6
15081,Male,37,Masters & above,sourcing,3
77783,Female,28,Bachelors,sourcing,7
63599,Male,34,Bachelors,other,7
57682,Female,28,Bachelors,other,3
7042,Male,29,Bachelors,sourcing,5
68777,Male,30,Bachelors,other,10
37972,Male,27,Bachelors,sourcing,3
70505,Male,29,Bachelors,other,2
10665,Male,45,Masters & above,sourcing,15
73985,Female,54,Masters & above,sourcing,10
77573,Male,25,Bachelors,sourcing,1
60842,Female,31,Bachelors,other,3
63544,Female,50,Masters & above,sourcing,19
75072,Male,36,Bachelors,sourcing,11
57312,Male,32,Masters & above,other,4
24287,Male,38,Bachelors,sourcing,3
72228,Female,54,Bachelors,sourcing,4
13454,Female,34,Masters & above,sourcing,3
56568,Female,28,Bachelors,other,3
55258,Male,41,Bachelors,sourcing,2
61516,Male,43,Masters & above,sourcing,16
18597,Male,30,Bachelors,other,4
44787,Male,31,Bachelors,other,2
34972,Female,33,Masters & above,sourcing,7
38813,Female,55,Bachelors,other,3
49839,Male,32,Masters & above,sourcing,5
11769,Male,48,Masters & above,sourcing,6
48966,Male,29,Bachelors,sourcing,4
38612,Female,30,Bachelors,other,4
36161,Male,37,Bachelors,other,4
4162,Male,33,Bachelors,other,6
11467,Female,58,Bachelors,other,10
34594,Male,36,Bachelors,other,8
29965,Male,28,Bachelors,other,3
8201,Male,37,Masters & above,other,8
14133,Female,30,Bachelors,other,1
6882,Male,35,Masters & above,other,7
73731,Female,55,Masters & above,sourcing,11
45598,Female,27,Bachelors,other,2
12687,Female,43,Bachelors,other,6
54232,Male,53,Masters & above,other,12
21294,Male,41,Masters & above,other,3
8016,Male,27,Bachelors,other,1
27370,Male,27,Bachelors,sourcing,4
48495,Male,33,Masters & above,other,10
17184,Male,34,Bachelors,other,6
37287,Male,26,Bachelors,other,3
22948,Male,40,Bachelors,sourcing,3
25625,Male,25,Bachelors,sourcing,1
6225,Male,31,Masters & above,other,5
36502,Male,31,Bachelors,other,7
63395,Male,28,Bachelors,sourcing,1
60025,Male,26,Bachelors,other,1
3320,Male,27,Bachelors,other,1
46622,Male,30,Bachelors,sourcing,4
50349,Female,32,Bachelors,other,7
20443,Male,23,Bachelors,sourcing,1
29633,Male,47,Bachelors,other,6
10012,Male,28,Bachelors,sourcing,4
28828,Male,30,Masters & above,sourcing,7
18808,Male,38,Masters & above,sourcing,10
6567,Female,29,Bachelors,sourcing,5
9021,Male,37,Bachelors,sourcing,8
17117,Male,33,Bachelors,other,5
55912,Male,39,Bachelors,sourcing,10
16019,Female,40,Masters & above,other,10
71743,Male,27,Bachelors,sourcing,5
67929,Male,25,Bachelors,sourcing,2
40076,Female,34,Bachelors,other,4
538,Male,44,Bachelors,other,7
54731,Male,37,Bachelors,other,3
68800,Female,33,Bachelors,other,6
66683,Male,26,Bachelors,other,1
44407,Male,34,Masters & above,other,10
10566,Male,37,Bachelors,other,2
52836,Male,49,Bachelors,other,17
11789,Male,31,Bachelors,sourcing,5
55334,Female,45,Bachelors,sourcing,6
49263,Female,37,Bachelors,other,5
12252,Male,26,Bachelors,sourcing,1
49882,Male,56,Masters & above,sourcing,11
44337,Female,21,Below Secondary,other,1
3479,Male,26,Bachelors,other,2
49625,Female,41,Masters & above,other,14
40943,Male,55,Masters & above,other,4
30511,Male,40,Bachelors,other,10
73913,Male,35,Masters & above,other,7
73519,Male,32,Bachelors,other,1
22597,Male,32,Bachelors,other,3
66549,Female,36,Masters & above,other,8
3678,Female,34,Masters & above,other,3
76261,Male,29,Bachelors,other,5
4803,Male,30,Bachelors,other,3
44097,Female,50,Masters & above,other,8
54264,Male,29,Bachelors,other,2
67309,Male,36,Masters & above,sourcing,5
8893,Male,34,Masters & above,other,3
48550,Male,47,Bachelors,other,5
41949,Male,44,Masters & above,sourcing,3
12353,Female,40,Masters & above,sourcing,11
30158,Male,31,Bachelors,other,4
49203,Male,36,Bachelors,sourcing,9
50518,Female,39,Masters & above,other,7
46064,Male,34,Masters & above,other,10
6051,Male,41,Bachelors,other,9
18123,Male,34,Masters & above,sourcing,7
62917,Male,25,Below Secondary,other,4
34893,Female,54,Bachelors,other,6
22557,Female,35,Masters & above,other,3
70898,Male,58,Bachelors,other,19
3226,Male,30,Masters & above,other,6
51384,Male,26,Bachelors,other,3
50997,Female,27,Bachelors,other,2
19216,Male,23,Below Secondary,sourcing,1
42725,Male,33,Masters & above,sourcing,5
70532,Male,24,Bachelors,other,1
75686,Female,29,Bachelors,other,7
46286,Male,42,Masters & above,sourcing,6
28089,Female,41,Bachelors,other,6
73001,Female,22,Below Secondary,other,2
48534,Male,32,Masters & above,other,3
61096,Female,36,Bachelors,other,7
72076,Male,43,Bachelors,sourcing,15
12858,Female,34,Masters & above,other,9
10526,Female,29,Bachelors,sourcing,1
19240,Male,27,Bachelors,referred,2
4766,Female,26,Bachelors,sourcing,1
55829,Male,58,Masters & above,sourcing,15
20761,Female,43,Masters & above,other,7
15199,Female,26,Bachelors,other,1
47951,Female,28,Bachelors,other,1
39232,Male,60,Masters & above,other,6
10204,Male,38,Bachelors,other,10
58024,Male,40,Masters & above,sourcing,8
31311,Male,57,Masters & above,other,14
49454,Male,29,Bachelors,sourcing,8
49795,Female,30,Bachelors,other,4
30439,Female,29,Bachelors,sourcing,3
18454,Male,38,Masters & above,sourcing,9
52725,Male,36,Masters & above,sourcing,9
20463,Female,35,Masters & above,other,6
74133,Male,51,Bachelors,sourcing,2
1192,Male,29,Bachelors,sourcing,3
60096,Male,25,Bachelors,sourcing,3
12428,Male,38,Bachelors,other,9
52360,Male,30,Bachelors,other,8
754,Male,31,Masters & above,sourcing,6
27941,Female,40,Masters & above,other,12
24640,Female,28,Bachelors,sourcing,6
66856,Female,31,Bachelors,other,2
73361,Female,35,Masters & above,sourcing,7
18740,Male,27,Bachelors,other,1
74413,Male,30,Bachelors,sourcing,4
24856,Male,31,Bachelors,other,3
5146,Male,31,Bachelors,other,7
46878,Male,31,Bachelors,sourcing,4
7734,Male,26,Bachelors,other,2
68122,Male,26,Bachelors,other,3
38555,Female,53,Masters & above,sourcing,5
29581,Male,51,Masters & above,sourcing,8
737,Male,35,Bachelors,sourcing,5
32424,Male,31,Bachelors,other,6
11187,Male,31,Bachelors,sourcing,7
8385,Male,32,Bachelors,sourcing,2
25807,Male,28,Bachelors,other,1
51808,Female,31,Bachelors,sourcing,5
40479,Male,52,Bachelors,other,25
72335,Male,37,Masters & above,sourcing,10
4391,Male,43,Masters & above,sourcing,5
3810,Male,52,Bachelors,other,3
74914,Male,48,Masters & above,other,5
21974,Male,27,Bachelors,other,1
17425,Female,53,Masters & above,other,16
36688,Male,43,Masters & above,other,2
15807,Male,40,Masters & above,sourcing,13
49023,Male,29,Bachelors,sourcing,5
2008,Male,36,Masters & above,other,10
8104,Female,36,Bachelors,sourcing,6
52303,Female,36,Masters & above,other,9
61851,Male,33,Bachelors,sourcing,5
55181,Male,30,Bachelors,other,4
37493,Male,37,Bachelors,other,9
40669,Male,25,Bachelors,other,2
64600,Male,32,Masters & above,sourcing,1
22925,Female,36,Bachelors,sourcing,3
71912,Male,33,Masters & above,other,4
75807,Female,44,Masters & above,other,6
55868,Female,37,Bachelors,referred,7
4033,Male,54,Masters & above,other,13
73966,Female,36,Bachelors,other,7
5736,Male,37,Bachelors,sourcing,9
64784,Male,31,Masters & above,other,2
18906,Male,32,Bachelors,sourcing,1
52150,Male,26,Bachelors,other,4
49733,Male,32,Bachelors,other,6
36707,Female,29,Bachelors,sourcing,3
37373,Female,25,Bachelors,sourcing,2
34200,Male,34,Masters & above,sourcing,9
45606,Male,30,Bachelors,other,1
47274,Male,60,Bachelors,other,10
15464,Male,27,Bachelors,sourcing,1
20509,Male,24,Bachelors,other,1
7157,Male,30,Bachelors,sourcing,3
23757,Male,42,Masters & above,other,6
1294,Male,35,Bachelors,sourcing,10
43020,Male,43,Masters & above,other,13
30643,Male,35,Masters & above,sourcing,2
52080,Male,27,Bachelors,other,5
60968,Female,43,Bachelors,other,5
48519,Male,45,Masters & above,referred,17
8411,Female,38,Bachelors,other,10
75028,Female,26,Bachelors,other,1
23615,Male,32,Bachelors,other,7
13589,Female,41,Bachelors,other,11
44007,Male,32,Bachelors,sourcing,3
10748,Male,27,Bachelors,sourcing,3
7924,Male,45,Masters & above,other,5
55204,Male,41,Bachelors,other,12
5185,Female,34,Masters & above,other,3
29630,Male,36,Masters & above,sourcing,9
54463,Male,32,Bachelors,other,6
65324,Male,28,Bachelors,other,1
25738,Female,36,Masters & above,sourcing,6
68657,Female,36,Bachelors,other,4
25889,Female,31,Bachelors,sourcing,5
3648,Female,46,Masters & above,sourcing,3
41078,Female,30,Bachelors,sourcing,7
53579,Male,30,Bachelors,other,2
76350,Male,30,Bachelors,sourcing,2
43674,Female,46,Masters & above,other,15
71683,Male,32,Bachelors,sourcing,7
54023,Male,57,Masters & above,other,8
9669,Male,36,Masters & above,sourcing,3
70665,Male,31,Bachelors,other,7
19048,Male,51,Masters & above,other,18
51072,Male,54,Masters & above,sourcing,11
73556,Male,22,Bachelors,other,1
25706,Female,36,Bachelors,other,5
65156,Male,50,Bachelors,sourcing,17
74823,Female,54,Masters & above,other,27
22717,Male,29,Bachelors,sourcing,5
307,Male,33,Bachelors,sourcing,4
7199,Male,30,Bachelors,other,3
60914,Female,33,Masters & above,sourcing,6
68248,Male,38,Masters & above,other,11
8247,Male,31,Masters & above,other,1
67994,Female,41,Bachelors,other,14
21,Male,28,Bachelors,sourcing,3
60994,Male,28,Bachelors,other,4
35818,Female,43,Masters & above,sourcing,14
52480,Female,28,Bachelors,sourcing,3
42937,Female,38,Masters & above,other,3
23249,Male,33,Masters & above,sourcing,8
33112,Male,32,Bachelors,other,7
38482,Male,29,Bachelors,sourcing,3
40658,Male,30,Bachelors,sourcing,7
33753,Male,28,Bachelors,sourcing,6
63860,Female,40,Masters & above,other,8
48032,Male,33,Bachelors,other,9
4161,Male,33,Masters & above,other,7
40464,Female,32,Bachelors,other,8
26180,Female,34,Bachelors,sourcing,5
50998,Male,26,Below Secondary,sourcing,1
14696,Male,29,Bachelors,sourcing,5
19500,Female,24,Bachelors,sourcing,1
63438,Male,37,Masters & above,sourcing,10
38609,Male,55,Masters & above,sourcing,7
20211,Male,31,Bachelors,sourcing,3
71137,Female,28,Bachelors,other,2
76517,Male,27,Bachelors,other,2
64343,Female,31,Bachelors,sourcing,5
10973,Male,28,Bachelors,other,1
13382,Female,28,Bachelors,sourcing,1
12493,Male,31,Bachelors,sourcing,5
35477,Male,56,Masters & above,other,14
39938,Female,44,Bachelors,other,10
4765,Female,24,Bachelors,other,1
45943,Male,29,Bachelors,sourcing,3
32158,Male,43,Bachelors,other,7
18238,Female,26,Bachelors,sourcing,5
33532,Female,41,Masters & above,other,13
75086,Female,31,Bachelors,sourcing,6
9568,Male,30,Bachelors,other,4
23589,Female,28,Bachelors,sourcing,2
73806,Female,35,Bachelors,sourcing,7
71150,Male,23,Bachelors,other,2
763,Female,33,Bachelors,sourcing,4
75727,Male,27,Bachelors,other,1
61681,Male,29,Bachelors,other,2
33954,Female,27,Bachelors,other,5
61090,Male,33,Bachelors,other,2
21063,Female,35,Masters & above,other,8
56993,Male,34,Masters & above,sourcing,4
75413,Male,47,Bachelors,other,6
47495,Male,30,Bachelors,other,7
53119,Female,32,Masters & above,sourcing,3
22175,Male,31,Bachelors,sourcing,7
68332,Male,40,Bachelors,other,4
54018,Female,27,Bachelors,other,1
56763,Male,32,Masters & above,sourcing,4
29480,Male,41,Masters & above,sourcing,12
73207,Male,31,Bachelors,other,5
65903,Male,27,Bachelors,referred,4
2296,Male,30,Bachelors,sourcing,1
49568,Male,27,Bachelors,sourcing,2
54148,Male,31,Bachelors,sourcing,7
53816,Male,27,Bachelors,other,3
56658,Male,42,Bachelors,other,6
53220,Female,30,Bachelors,sourcing,7
26160,Female,29,Bachelors,other,1
24319,Female,36,Masters & above,sourcing,10
36897,Male,40,Bachelors,other,12
17542,Female,34,Bachelors,other,10
14683,Male,40,Bachelors,sourcing,9
39109,Female,31,Masters & above,sourcing,2
23850,Male,35,Bachelors,other,7
15575,Male,37,Masters & above,other,4
25741,Female,31,Bachelors,sourcing,7
70427,Male,31,Bachelors,other,2
26616,Male,34,Bachelors,sourcing,9
36971,Male,28,Bachelors,other,2
53384,Male,26,Bachelors,sourcing,4
48995,Male,36,Bachelors,sourcing,4
57113,Male,33,Bachelors,other,7
47716,Male,28,Bachelors,other,3
56148,Male,40,Bachelors,sourcing,7
66809,Female,33,Bachelors,other,4
53600,Male,44,Bachelors,sourcing,3
61424,Male,30,Bachelors,sourcing,9
54322,Female,36,Bachelors,other,7
45913,Male,27,Bachelors,other,2
44815,Male,33,Masters & above,other,6
8358,Male,39,Bachelors,sourcing,10
60000,Female,41,Masters & above,other,4
35204,Male,26,Bachelors,sourcing,5
72071,Male,31,Bachelors,other,2
26701,Female,31,Bachelors,other,5
10370,Male,30,Bachelors,sourcing,6
74560,Male,32,Masters & above,other,4
19604,Male,33,Masters & above,other,2
58653,Male,42,Masters & above,sourcing,14
52501,Female,25,Bachelors,sourcing,2
30549,Male,29,Bachelors,other,8
63071,Male,37,Bachelors,sourcing,7
73756,Female,54,Masters & above,other,16
41024,Male,27,Bachelors,other,2
65938,Female,26,Bachelors,other,2
52355,Female,38,Bachelors,other,2
76455,Male,34,Bachelors,other,6
29034,Male,41,Bachelors,other,11
1339,Male,36,Bachelors,other,9
58577,Female,52,Masters & above,sourcing,16
26836,Male,33,Masters & above,other,7
36738,Female,35,Bachelors,other,5
1746,Female,32,Bachelors,other,6
952,Female,35,Bachelors,sourcing,9
76867,Female,36,Bachelors,sourcing,9
62517,Male,47,Bachelors,other,14
47788,Female,49,Masters & above,other,5
52075,Male,34,Masters & above,sourcing,2
53875,Male,28,Bachelors,sourcing,2
63777,Female,30,Bachelors,sourcing,3
3182,Male,37,Bachelors,other,6
52458,Male,35,Masters & above,sourcing,7
20965,Male,27,Bachelors,sourcing,2
2603,Male,29,Bachelors,other,6
51791,Female,35,Bachelors,sourcing,7
58142,Male,35,Bachelors,sourcing,2
29416,Male,35,Masters & above,sourcing,11
37643,Male,49,Bachelors,sourcing,3
60807,Male,23,Bachelors,sourcing,2
32593,Male,31,Masters & above,other,2
40011,Male,38,Bachelors,other,9
40485,Female,31,Bachelors,other,4
44713,Male,24,Bachelors,other,1
7079,Male,27,Bachelors,other,2
45240,Male,34,Bachelors,sourcing,6
40851,Male,39,Bachelors,sourcing,12
3367,Female,49,Bachelors,other,15
12415,Male,30,Bachelors,sourcing,4
32095,Male,40,Bachelors,sourcing,5
11434,Female,33,Bachelors,other,4
8243,Female,30,Bachelors,sourcing,2
46929,Male,28,Bachelors,other,2
10590,Female,34,Bachelors,sourcing,7
20983,Male,28,Bachelors,other,2
66233,Male,25,Bachelors,other,3
25392,Female,30,Bachelors,referred,5
48176,Male,42,Masters & above,other,6
17965,Male,30,Bachelors,other,5
36854,Male,53,Masters & above,other,6
29590,Male,58,Bachelors,sourcing,13
53774,Male,33,Bachelors,sourcing,5
38689,Male,32,Bachelors,sourcing,6
54609,Male,33,Bachelors,other,7
45502,Male,25,Bachelors,other,1
26829,Female,33,Masters & above,other,5
13626,Female,38,Bachelors,other,4
49930,Male,33,Bachelors,other,8
76158,Female,39,Masters & above,other,4
3365,Male,30,Bachelors,sourcing,7
57183,Female,53,Masters & above,sourcing,2
35195,Male,40,Bachelors,other,11
11259,Male,25,Bachelors,referred,2
34286,Male,25,Below Secondary,other,1
38025,Male,32,Bachelors,other,6
76714,Male,48,Bachelors,other,16
62506,Male,30,Bachelors,other,4
21500,Female,34,Bachelors,other,10
59516,Female,26,Bachelors,other,2
61160,Female,34,Bachelors,sourcing,6
36634,Female,47,Masters & above,other,19
51452,Female,29,Bachelors,other,4
20574,Female,30,Masters & above,other,4
27677,Male,28,Bachelors,other,1
34947,Male,21,Bachelors,other,2
39475,Male,30,Bachelors,sourcing,9
46145,Female,37,Bachelors,other,7
19963,Male,33,Masters & above,other,3
30851,Male,30,Bachelors,other,4
70730,Male,25,Bachelors,sourcing,1
20881,Male,29,Bachelors,sourcing,4
63701,Female,33,Masters & above,sourcing,5
69182,Male,39,Bachelors,other,7
60208,Male,39,Masters & above,sourcing,7
11282,Male,29,Masters & above,sourcing,5
57851,Female,32,Bachelors,other,8
54160,Male,35,Masters & above,sourcing,7
14887,Male,30,Bachelors,other,1
66925,Female,24,Bachelors,other,2
74462,Male,36,Masters & above,other,7
32427,Female,37,Masters & above,sourcing,4
45843,Female,39,Bachelors,other,7
51611,Male,49,Bachelors,sourcing,19
17527,Female,23,Bachelors,sourcing,1
75151,Male,57,Masters & above,sourcing,18
51768,Female,31,Bachelors,sourcing,6
18558,Female,31,Bachelors,other,4
2667,Male,33,Bachelors,sourcing,3
74123,Male,40,Bachelors,other,4
12031,Male,25,Bachelors,other,2
74159,Male,36,Bachelors,sourcing,10
28452,Female,55,Bachelors,sourcing,16
44291,Female,35,Masters & above,other,7
28396,Male,32,Bachelors,referred,7
51644,Male,35,Masters & above,other,7
9484,Female,26,Bachelors,sourcing,1
61677,Male,30,Bachelors,sourcing,3
37321,Male,39,Masters & above,other,5
16699,Male,29,Bachelors,other,4
65319,Female,49,Bachelors,sourcing,18
7800,Male,45,Bachelors,other,7
11814,Female,51,Bachelors,other,12
20288,Female,37,Bachelors,other,10
41574,Male,22,Below Secondary,referred,1
3689,Male,34,Bachelors,other,8
71221,Male,42,Bachelors,sourcing,7
48600,Male,36,Bachelors,other,9
24478,Male,33,Bachelors,sourcing,10
4893,Female,38,Masters & above,other,6
19494,Male,41,Bachelors,other,6
26306,Male,31,Masters & above,sourcing,3
31181,Female,35,Masters & above,other,3
10373,Male,29,Bachelors,other,2
63416,Male,32,Masters & above,sourcing,5
72298,Male,32,Bachelors,sourcing,5
50561,Male,33,Masters & above,sourcing,6
68825,Male,38,Masters & above,other,3
32184,Male,42,Masters & above,sourcing,11
36716,Male,30,Bachelors,other,4
22892,Female,37,Bachelors,other,7
69447,Female,31,Bachelors,sourcing,4
4385,Male,45,Masters & above,sourcing,3
50333,Male,39,Bachelors,sourcing,7
24586,Female,39,Masters & above,other,7
6498,Male,33,Bachelors,other,3
39445,Female,38,Masters & above,other,10
38911,Female,40,Masters & above,sourcing,5
40345,Male,31,Bachelors,sourcing,5
9048,Male,25,Bachelors,referred,3
48968,Male,40,Masters & above,other,6
37638,Female,36,Bachelors,referred,8
3067,Female,28,Bachelors,sourcing,4
36723,Female,47,Bachelors,sourcing,4
9515,Male,35,Bachelors,other,3
26468,Male,26,Bachelors,sourcing,2
11431,Male,26,Bachelors,sourcing,1
52192,Female,42,Bachelors,sourcing,12
23638,Female,29,Bachelors,other,5
25307,Male,28,Bachelors,other,4
19739,Male,30,Bachelors,other,7
24929,Female,27,Bachelors,sourcing,2
65483,Male,36,Bachelors,sourcing,7
58123,Male,33,Bachelors,other,5
24271,Male,33,Bachelors,other,7
67422,Male,37,Bachelors,other,2
59590,Male,35,Masters & above,other,8
42211,Male,35,Bachelors,other,8
24593,Male,29,Bachelors,other,4
73135,Male,29,Bachelors,referred,3
14041,Male,60,Masters & above,other,6
21265,Female,34,Bachelors,sourcing,3
56997,Male,37,Bachelors,other,3
69767,Male,32,Bachelors,other,4
61292,Male,27,Bachelors,other,3
16151,Male,47,Bachelors,other,8
37848,Male,22,Below Secondary,referred,1
44308,Male,26,Bachelors,sourcing,3
40582,Male,47,Masters & above,other,4
27143,Male,38,Bachelors,sourcing,5
72650,Female,37,Bachelors,referred,2
74023,Male,34,Bachelors,sourcing,6
39957,Male,33,Bachelors,other,2
18437,Male,27,Bachelors,other,1
26230,Male,38,Masters & above,sourcing,10
10800,Male,35,Bachelors,sourcing,7
37518,Female,43,Bachelors,other,6
14480,Male,32,Bachelors,other,9
74270,Male,42,Masters & above,other,10
9318,Female,25,Bachelors,other,2
65988,Male,35,Masters & above,sourcing,2
25707,Female,32,Bachelors,sourcing,7
65633,Male,31,Bachelors,sourcing,8
41040,Female,58,Masters & above,sourcing,5
43607,Male,28,Bachelors,other,3
29098,Female,33,Masters & above,other,5
63002,Male,38,Masters & above,other,7
14364,Male,28,Bachelors,other,5
71752,Male,24,Bachelors,referred,2
51527,Female,28,Bachelors,other,2
74012,Female,45,Masters & above,other,15
11592,Female,40,Bachelors,other,12
73855,Male,40,Bachelors,other,7
31325,Male,34,Bachelors,other,5
63171,Female,33,Bachelors,sourcing,6
73854,Male,34,Bachelors,sourcing,3
43684,Male,30,Masters & above,other,8
50378,Male,36,Bachelors,other,7
48880,Male,29,Bachelors,sourcing,6
67778,Female,27,Bachelors,sourcing,1
60843,Male,35,Bachelors,sourcing,9
32851,Male,34,Bachelors,other,6
51467,Female,29,Bachelors,sourcing,2
74888,Male,24,Bachelors,other,1
23102,Female,34,Masters & above,other,8
31758,Female,27,Bachelors,sourcing,3
30975,Male,41,Bachelors,sourcing,7
72724,Male,26,Bachelors,sourcing,4
66519,Male,30,Bachelors,sourcing,4
29330,Male,28,Bachelors,sourcing,3
19619,Male,25,Bachelors,other,3
21906,Male,40,Bachelors,sourcing,7
12124,Male,50,Bachelors,other,5
27620,Male,49,Bachelors,other,20
28083,Male,42,Masters & above,sourcing,12
30271,Female,33,Masters & above,other,7
22220,Female,33,Bachelors,sourcing,9
18998,Male,25,Bachelors,other,2
32037,Male,32,Bachelors,other,6
56940,Male,41,Bachelors,sourcing,5
3280,Male,52,Bachelors,other,16
10441,Male,43,Masters & above,other,3
2770,Male,44,Bachelors,sourcing,13
42158,Female,53,Bachelors,other,11
21345,Male,21,Below Secondary,sourcing,2
62425,Male,37,Bachelors,other,10
12837,Male,60,Masters & above,other,16
72526,Male,35,Bachelors,other,2
45538,Female,28,Bachelors,other,3
56179,Female,27,Bachelors,other,1
57921,Male,34,Bachelors,other,2
36563,Male,37,Masters & above,sourcing,2
7424,Female,53,Masters & above,referred,5
76923,Male,33,Bachelors,sourcing,8
14211,Male,32,Bachelors,sourcing,8
28987,Male,38,Bachelors,sourcing,10
24573,Male,28,Bachelors,other,4
36570,Male,41,Bachelors,other,4
64832,Male,56,Bachelors,sourcing,17
29816,Male,47,Bachelors,other,5
13728,Male,30,Bachelors,other,5
45112,Female,32,Bachelors,sourcing,7
435,Male,29,Bachelors,sourcing,5
51057,Male,29,Bachelors,other,6
57646,Male,30,Bachelors,other,4
33392,Male,26,Bachelors,sourcing,2
77530,Male,26,Bachelors,other,1
62583,Male,41,Bachelors,other,10
1177,Female,43,Masters & above,sourcing,3
45055,Male,29,Bachelors,sourcing,1
46487,Male,37,Bachelors,other,4
18319,Female,35,Bachelors,other,9
11781,Male,27,Masters & above,sourcing,2
7546,Male,29,Bachelors,other,2
17933,Male,38,Masters & above,sourcing,4
56851,Male,31,Bachelors,sourcing,3
1891,Male,36,Masters & above,other,2
77150,Male,29,Bachelors,other,1
23736,Male,53,Bachelors,other,3
56659,Female,31,Bachelors,sourcing,6
72629,Male,40,Bachelors,other,3
76067,Male,31,Masters & above,sourcing,3
44692,Male,32,Bachelors,sourcing,10
8656,Female,36,Masters & above,other,8
8564,Female,46,Bachelors,other,17
63207,Male,34,Masters & above,other,7
51801,Male,58,Masters & above,other,19
26292,Male,31,Bachelors,other,6
44120,Male,35,Bachelors,other,3
3247,Male,31,Bachelors,sourcing,2
48864,Male,29,Bachelors,other,1
74808,Female,39,Bachelors,other,3
43879,Female,44,Masters & above,sourcing,5
65333,Male,40,Bachelors,sourcing,6
46359,Male,28,Bachelors,other,2
54512,Male,36,Bachelors,other,7
74594,Female,33,Bachelors,other,4
41178,Male,33,Bachelors,other,6
5156,Male,29,Bachelors,sourcing,3
48069,Male,40,Bachelors,other,8
63982,Male,33,Bachelors,other,7
14354,Female,33,Bachelors,referred,4
34504,Male,49,Bachelors,other,10
46711,Female,49,Bachelors,other,10
4064,Male,33,Bachelors,other,7
12234,Male,36,Bachelors,other,3
73067,Male,29,Bachelors,sourcing,2
12769,Male,30,Bachelors,other,6
68623,Male,28,Bachelors,other,2
55219,Male,28,Bachelors,sourcing,2
64823,Male,28,Bachelors,other,7
70775,Female,32,Bachelors,other,3
39568,Male,30,Bachelors,other,4
37786,Male,30,Bachelors,other,5
18950,Male,37,Masters & above,sourcing,7
59069,Female,32,Bachelors,other,5
70295,Female,33,Bachelors,other,6
23885,Female,34,Bachelors,other,6
52629,Male,40,Bachelors,sourcing,11
76115,Male,28,Bachelors,referred,2
26452,Male,44,Masters & above,sourcing,13
59342,Male,35,Masters & above,other,7
31091,Male,33,Bachelors,other,8
