fact_id,employee_id,department_id,region_id,KPIs_met_more_than_80,awards_won,avg_training_score,previous_year_rating,no_of_trainings
4737,70863,7,1,0,0,55.0,2.0,1
4738,30074,3,4,0,0,53.0,1.0,1
4739,21647,7,2,1,0,61.0,4.0,1
4740,73083,7,16,0,0,57.0,3.0,1
4741,30272,3,5,0,0,46.0,5.0,1
4742,36124,7,20,1,0,64.0,5.0,1
4743,30653,6,13,0,0,89.0,4.0,2
4744,69490,7,17,0,0,57.0,4.0,1
4745,22378,4,2,1,0,71.0,3.0,1
4746,43154,3,1,1,0,50.0,3.0,1
4747,9111,2,4,0,0,48.0,3.0,1
4748,59369,6,5,1,0,86.0,1.0,1
4749,31538,3,3,0,0,52.0,3.0,2
4750,52399,3,14,0,0,49.0,3.0,1
4751,66943,9,7,1,0,87.0,4.0,1
4752,19995,1,14,0,0,76.0,3.0,2
4753,45665,4,4,1,0,72.0,5.0,1
4754,70527,1,21,0,0,80.0,3.0,1
4755,26869,7,23,0,0,78.0,3.0,1
4756,20044,3,8,0,0,48.0,1.0,1
4757,70754,3,4,0,0,48.0,3.0,1
4758,517,2,4,1,0,50.0,3.0,1
4759,59611,1,12,0,0,82.0,3.0,1
4760,24690,1,1,0,0,78.0,3.3454590756197833,2
4761,17958,7,4,1,0,61.0,4.0,1
4762,45251,4,21,0,0,65.0,2.0,2
4763,59213,6,19,0,0,81.0,3.0,1
4764,10688,3,19,1,0,51.0,3.0,1
4765,76888,1,19,0,0,78.0,3.0,1
4766,18968,3,13,1,0,51.0,3.0,1
4767,34022,7,4,1,0,60.0,3.0,1
4768,17182,1,4,1,0,79.0,5.0,1
4769,16452,3,4,1,0,49.0,3.0,1
4770,37512,8,7,0,0,60.0,4.0,1
4771,76615,6,14,0,0,84.0,1.0,1
4772,21252,3,23,1,0,47.0,1.0,1
4773,68087,6,4,0,0,87.0,1.0,1
4774,29884,1,32,0,0,79.0,1.0,1
4775,1024,1,6,0,0,82.0,3.3454590756197833,1
4776,73110,6,4,0,0,82.0,5.0,2
4777,33138,4,23,1,0,66.0,3.0,1
4778,63894,7,3,0,0,63.0,2.0,1
4779,36223,1,8,0,0,78.0,1.0,1
4780,62952,3,9,1,0,47.0,4.0,1
4781,77567,6,11,0,0,83.0,3.0,2
4782,69234,6,31,0,0,83.0,3.0,1
4783,63924,4,9,0,0,69.0,1.0,1
4784,66300,3,4,0,0,51.0,1.0,1
4785,51010,5,4,0,0,64.0,3.0,1
4786,12654,6,6,0,0,84.0,3.0,1
4787,50986,3,4,0,0,49.0,2.0,1
4788,67627,7,4,1,0,59.0,3.0,1
4789,17870,3,4,1,0,49.0,3.0,1
4790,23068,3,19,1,0,47.0,5.0,1
4791,53396,3,4,0,0,50.0,4.0,2
4792,10034,2,4,1,0,55.0,3.3454590756197833,1
4793,60436,7,7,0,0,72.0,1.0,1
4794,57791,1,6,0,0,77.0,3.0,1
4795,53153,3,11,1,0,50.0,1.0,1
4796,16512,3,32,0,0,46.0,2.0,1
4797,48197,7,7,0,0,64.0,3.0,1
4798,33650,3,24,1,0,53.0,5.0,1
4799,7786,7,24,0,0,57.0,4.0,1
4800,49875,3,11,0,0,47.0,1.0,2
4801,7797,7,7,0,0,60.0,4.0,1
4802,52768,8,19,1,1,62.0,1.0,1
4803,67884,1,6,0,0,83.0,3.0,3
4804,69070,9,7,1,0,80.0,3.0,2
4805,65176,3,3,0,0,51.0,1.0,1
4806,50436,1,6,0,0,77.0,1.0,1
4807,43481,1,16,0,0,73.0,3.0,2
4808,68779,3,4,0,0,52.0,1.0,1
4809,23765,3,17,1,0,48.0,3.3454590756197833,1
4810,42559,4,1,0,0,68.0,4.0,2
4811,44379,6,4,0,0,87.0,3.3454590756197833,1
4812,58757,7,6,0,0,56.0,4.0,1
4813,71104,3,4,0,0,46.0,3.0,1
4814,11318,1,4,1,0,79.0,3.0,1
4815,24163,3,4,0,0,50.0,3.0,6
4816,59841,7,11,0,0,57.0,1.0,1
4817,47309,3,6,0,0,51.0,3.0,1
4818,44558,9,4,0,0,84.0,3.0,1
4819,28355,2,4,0,0,47.0,3.0,1
4820,6988,3,9,0,0,51.0,2.0,1
4821,56676,2,4,0,0,52.0,3.0,1
4822,54214,1,4,0,0,79.0,4.0,1
4823,77267,6,3,0,0,83.0,5.0,1
4824,56603,6,32,1,1,84.0,3.0,1
4825,13627,1,4,1,0,78.0,5.0,2
4826,21449,7,20,0,0,58.0,5.0,1
4827,60828,7,1,0,0,59.0,4.0,1
4828,43531,6,29,0,0,81.0,5.0,3
4829,8075,7,4,0,0,58.0,2.0,1
4830,50243,3,7,0,0,47.0,2.0,2
4831,27698,1,4,0,0,77.0,2.0,1
4832,58162,7,4,1,0,61.0,4.0,1
4833,3121,3,19,0,0,52.0,3.0,1
4834,46997,7,7,1,0,55.0,5.0,1
4835,55483,3,4,0,0,47.0,2.0,1
4836,736,7,6,0,0,60.0,5.0,2
4837,27817,8,7,1,1,57.0,3.0,1
4838,17288,5,22,1,1,55.0,3.0,1
4839,627,7,26,0,0,62.0,4.0,1
4840,9167,4,27,0,0,69.0,3.0,1
4841,11036,6,7,1,0,87.0,5.0,1
4842,75884,7,12,0,0,59.0,5.0,1
4843,75788,8,7,0,0,58.0,4.0,1
4844,9230,2,7,0,0,48.0,4.0,1
4845,1422,1,6,0,0,92.0,5.0,1
4846,63246,1,4,1,0,80.0,5.0,1
4847,62909,3,6,1,0,46.0,5.0,1
4848,54519,7,7,1,0,61.0,4.0,1
4849,61873,7,5,1,0,60.0,3.0,1
4850,71183,3,7,0,0,52.0,1.0,2
4851,44744,3,28,0,0,50.0,3.0,1
4852,13956,3,6,1,0,49.0,1.0,1
4853,52644,4,14,1,0,68.0,3.0,1
4854,60962,7,7,0,0,58.0,3.0,1
4855,65272,7,23,0,0,56.0,5.0,1
4856,37586,4,6,1,0,68.0,5.0,2
4857,54188,3,32,0,0,46.0,1.0,1
4858,59842,7,4,0,0,63.0,1.0,2
4859,48590,4,4,1,0,69.0,5.0,1
4860,71847,7,7,0,0,60.0,3.3454590756197833,2
4861,39648,3,3,1,0,49.0,4.0,1
4862,61845,7,1,0,0,57.0,3.0,1
4863,20522,3,4,1,0,48.0,5.0,1
4864,27602,3,2,0,0,47.0,1.0,1
4865,56892,3,18,0,0,48.0,3.3454590756197833,1
4866,23015,6,5,1,0,86.0,5.0,1
4867,62183,3,4,0,0,51.0,5.0,1
4868,73412,7,11,1,0,56.0,5.0,1
4869,23333,3,23,0,0,48.0,3.0,1
4870,53517,1,4,0,0,81.0,3.0,1
4871,75346,1,4,1,0,80.0,5.0,1
4872,67409,3,1,1,0,51.0,3.0,1
4873,31266,4,4,0,0,73.0,1.0,1
4874,6445,3,11,0,0,48.0,5.0,2
4875,13827,2,16,0,0,52.0,3.0,2
4876,62568,7,23,1,0,63.0,4.0,1
4877,27482,1,4,0,0,80.0,3.0,3
4878,2114,3,11,1,0,50.0,3.3454590756197833,1
4879,10369,2,4,0,0,47.0,2.0,1
4880,59065,3,7,0,0,54.0,3.0,1
4881,34929,5,4,1,0,57.0,5.0,1
4882,30334,7,14,0,0,60.0,3.0,1
4883,26530,4,4,0,0,74.0,2.0,1
4884,6695,3,2,0,0,48.0,5.0,1
4885,39986,4,9,1,0,67.0,3.0,1
4886,63093,4,22,0,0,69.0,3.0,3
4887,76767,6,6,0,0,85.0,5.0,2
4888,54998,3,4,1,0,47.0,3.0,2
4889,43424,5,5,0,0,59.0,3.0,1
4890,39372,6,22,0,0,88.0,4.0,3
4891,40410,3,20,1,0,46.0,5.0,1
4892,9081,8,7,0,0,62.0,1.0,1
4893,69250,7,23,0,0,61.0,2.0,2
4894,11087,4,29,0,0,68.0,3.0,1
4895,30342,4,4,1,0,71.0,5.0,1
4896,72809,3,7,0,0,49.0,3.3454590756197833,1
4897,6908,4,23,1,0,88.0,5.0,1
4898,28161,7,19,0,0,60.0,3.3454590756197833,1
4899,76684,3,2,0,0,52.0,3.0,2
4900,49845,3,29,0,0,50.0,3.0,1
4901,4650,7,4,1,0,60.0,5.0,1
4902,5622,3,27,1,0,49.0,5.0,1
4903,68135,3,4,1,0,45.0,3.0,1
4904,24372,3,14,0,0,49.0,5.0,1
4905,11832,3,12,1,0,52.0,5.0,1
4906,16113,1,19,0,0,77.0,4.0,1
4907,21759,3,3,0,0,53.0,3.0,1
4908,10538,7,18,0,0,60.0,4.0,1
4909,72288,7,12,1,0,59.0,5.0,1
4910,57099,8,3,1,0,60.0,5.0,1
4911,31201,3,16,0,0,51.0,5.0,1
4912,43745,3,32,0,0,52.0,1.0,1
4913,55624,1,19,1,0,78.0,3.0,2
4914,26527,3,3,1,0,53.0,3.0,1
4915,25032,3,7,0,0,46.0,1.0,1
4916,65991,1,16,0,0,75.0,4.0,2
4917,35645,3,22,0,1,50.0,2.0,1
4918,2638,3,33,1,0,51.0,5.0,1
4919,76087,6,5,0,0,83.0,4.0,2
4920,57925,3,6,0,0,47.0,3.0,1
4921,74626,1,29,1,1,80.0,3.0,1
4922,24443,1,10,0,0,76.0,1.0,1
4923,77376,7,4,0,0,62.0,1.0,1
4924,14723,5,4,0,0,58.0,3.0,1
4925,67390,2,18,0,0,51.0,3.0,1
4926,30027,7,4,0,0,61.0,3.0,2
4927,21258,7,6,0,0,58.0,3.0,1
4928,72625,2,4,0,0,48.0,2.0,1
4929,15399,3,4,0,0,52.0,2.0,1
4930,15347,3,15,0,0,48.0,3.0,1
4931,72153,1,6,0,0,83.0,3.0,2
4932,8863,6,29,0,0,87.0,5.0,1
4933,77896,3,6,0,0,51.0,1.0,1
4934,35843,2,4,0,0,51.0,5.0,2
4935,16522,7,20,0,0,64.0,4.0,1
4936,3189,5,16,1,0,60.0,4.0,1
4937,14606,4,4,1,0,66.0,5.0,1
4938,35733,4,9,0,0,68.0,1.0,1
4939,4874,1,4,0,0,78.0,3.0,6
4940,41399,9,7,1,0,86.0,5.0,1
4941,19178,9,22,0,0,85.0,4.0,1
4942,65914,3,6,1,0,43.0,5.0,1
4943,61744,4,4,0,0,71.0,5.0,2
4944,51280,6,6,1,0,86.0,5.0,1
4945,73810,3,18,0,0,48.0,3.0,2
4946,7783,5,6,0,0,59.0,3.0,1
4947,77397,3,33,1,0,49.0,5.0,1
4948,54832,3,12,0,0,53.0,2.0,1
4949,56278,5,1,0,0,59.0,1.0,1
4950,2725,4,17,0,0,73.0,4.0,1
4951,74329,8,4,0,0,63.0,1.0,1
4952,50580,2,7,1,0,48.0,5.0,1
4953,60628,1,1,0,0,78.0,1.0,1
4954,32016,4,6,1,0,69.0,4.0,1
4955,24977,6,25,0,0,78.0,1.0,1
4956,64107,4,4,0,0,70.0,3.3454590756197833,1
4957,74310,3,2,0,0,52.0,1.0,2
4958,24127,6,14,1,0,86.0,3.3454590756197833,1
4959,64700,7,23,0,0,56.0,2.0,1
4960,15273,4,12,0,0,66.0,1.0,1
4961,34227,3,2,0,0,54.0,5.0,1
4962,20391,6,12,0,0,87.0,3.0,1
4963,2197,5,6,1,0,60.0,3.0,2
4964,50356,7,20,1,0,57.0,5.0,1
4965,41396,3,1,1,0,51.0,3.0,1
4966,74009,4,9,1,0,70.0,4.0,1
4967,26455,7,7,0,0,61.0,5.0,1
4968,41221,3,21,1,0,52.0,5.0,1
4969,59254,4,4,1,0,72.0,2.0,1
4970,46950,3,10,0,0,49.0,4.0,1
4971,51964,1,4,0,0,79.0,3.0,1
4972,8978,4,4,1,1,68.0,4.0,2
4973,2811,4,6,0,0,67.0,1.0,1
4974,50678,3,7,0,0,44.0,1.0,1
4975,35045,1,29,1,0,83.0,4.0,1
4976,65639,7,4,1,0,70.0,3.0,1
4977,35791,7,7,0,0,62.0,1.0,1
4978,39417,4,11,0,0,70.0,3.0,1
4979,69870,7,3,0,0,60.0,3.0,2
4980,228,3,18,0,0,53.0,3.0,1
4981,868,3,6,0,0,47.0,5.0,1
4982,21424,3,16,1,0,46.0,1.0,1
4983,4239,4,4,0,0,69.0,3.0,1
4984,73897,3,4,0,0,50.0,5.0,1
4985,49457,4,4,0,0,84.0,3.0,1
4986,16928,2,19,0,0,48.0,3.3454590756197833,1
4987,28529,4,1,1,0,67.0,1.0,1
4988,70729,1,8,0,0,75.0,2.0,1
4989,21583,6,20,0,0,85.0,4.0,1
4990,21333,7,6,0,0,63.0,5.0,1
4991,33864,7,31,0,0,60.0,3.3454590756197833,1
4992,13552,6,4,0,0,81.0,3.0,2
4993,31800,1,6,1,0,83.0,5.0,1
4994,3651,3,19,0,0,45.0,5.0,1
4995,20753,7,4,0,0,61.0,3.0,1
4996,6007,5,1,0,0,61.0,3.0,1
4997,6884,7,4,1,0,60.0,5.0,3
4998,29216,7,17,1,0,61.0,3.0,1
4999,50393,7,2,0,0,60.0,4.0,1
5000,14449,6,6,0,0,84.0,3.0,2
5001,54410,3,33,0,0,45.0,3.0,1
5002,5470,4,21,1,0,75.0,1.0,2
5003,65258,3,22,1,1,54.0,2.0,2
5004,40070,7,20,1,0,57.0,5.0,2
5005,19565,3,7,1,0,49.0,5.0,1
5006,10741,7,23,0,0,58.0,5.0,2
5007,63401,1,19,0,0,78.0,1.0,1
5008,49886,7,4,1,0,60.0,4.0,2
5009,64917,7,12,1,0,61.0,5.0,2
5010,35830,3,7,0,0,47.0,3.3454590756197833,1
5011,52424,1,7,0,0,77.0,3.0,1
5012,60260,3,21,0,0,51.0,5.0,1
5013,56604,5,31,0,0,61.0,3.3454590756197833,2
5014,36330,1,18,0,0,78.0,3.0,1
5015,63206,4,6,0,0,67.0,1.0,1
5016,73972,3,23,0,0,48.0,3.0,1
5017,31884,1,23,0,0,76.0,4.0,1
5018,41724,1,5,0,0,79.0,3.0,1
5019,49031,3,22,1,0,51.0,5.0,1
5020,68954,3,21,0,0,52.0,5.0,1
5021,26015,1,6,0,0,79.0,2.0,1
5022,10386,1,6,1,0,78.0,5.0,1
5023,27529,3,27,0,0,48.0,1.0,1
5024,15214,1,10,0,0,73.0,2.0,1
5025,46038,7,4,0,0,54.0,2.0,1
5026,4336,1,25,0,0,76.0,3.0,1
5027,76827,4,19,0,0,70.0,1.0,2
5028,60697,3,23,0,0,46.0,1.0,1
5029,43537,3,7,0,0,48.0,4.0,1
5030,16462,4,4,1,0,68.0,5.0,1
5031,944,7,23,1,1,61.0,3.0,2
5032,63624,3,4,1,0,52.0,4.0,2
5033,64873,7,23,0,0,63.0,3.0,2
5034,18136,6,5,1,0,81.0,5.0,2
5035,15247,7,6,0,0,58.0,3.0,1
5036,49058,3,22,0,0,53.0,1.0,1
5037,204,7,5,0,0,58.0,3.3454590756197833,1
5038,32369,9,4,0,0,82.0,3.0,1
5039,31563,3,30,1,0,51.0,3.0,1
5040,3161,6,6,0,0,85.0,5.0,1
5041,60986,6,19,0,0,84.0,3.0,1
5042,56969,4,4,0,0,69.0,1.0,1
5043,64750,3,29,1,0,50.0,3.0,1
5044,2266,7,7,0,0,59.0,1.0,1
5045,56746,4,2,1,0,71.0,3.0,1
5046,77311,3,4,1,0,50.0,3.0,1
5047,42657,2,22,0,0,53.0,2.0,1
5048,77082,4,9,0,0,66.0,1.0,1
5049,25614,3,3,1,0,48.0,5.0,1
5050,27980,3,9,0,0,50.0,3.0,1
5051,32917,3,19,0,0,46.0,3.0,1
5052,65274,3,20,1,0,48.0,1.0,1
5053,30500,7,4,0,0,59.0,3.0,2
5054,45630,6,18,1,0,84.0,5.0,1
5055,51376,7,7,0,0,61.0,2.0,1
5056,7811,7,4,0,0,56.0,5.0,1
5057,10757,5,3,1,0,59.0,5.0,1
5058,42265,3,25,0,0,48.0,3.0,1
5059,34632,3,7,0,0,48.0,2.0,1
5060,32231,4,2,0,0,71.0,2.0,1
5061,71804,7,4,0,0,61.0,3.0,1
5062,7680,4,6,0,0,74.0,1.0,2
5063,21197,4,4,1,0,74.0,4.0,1
5064,40877,4,17,1,0,71.0,3.0,1
5065,20310,6,11,0,0,81.0,3.0,1
5066,50937,5,14,1,0,58.0,3.0,4
5067,55016,7,4,0,0,56.0,3.0,2
5068,41365,6,4,1,0,82.0,5.0,2
5069,64341,9,7,1,0,81.0,5.0,1
5070,40258,7,12,1,0,61.0,4.0,2
5071,1926,7,4,1,0,59.0,5.0,1
5072,9700,3,4,0,0,46.0,1.0,1
5073,67640,3,7,0,0,50.0,5.0,1
5074,46906,3,16,0,0,50.0,2.0,1
5075,64232,3,33,0,0,50.0,4.0,1
5076,41154,1,8,0,0,81.0,1.0,1
5077,48132,7,17,0,0,56.0,3.0,1
5078,55595,7,3,0,0,88.0,5.0,2
5079,63541,5,4,0,0,60.0,5.0,1
5080,42901,4,23,1,0,71.0,5.0,1
5081,66495,5,2,1,0,54.0,5.0,1
5082,53314,3,2,0,0,46.0,5.0,2
5083,1913,1,1,0,0,83.0,3.0,1
5084,42755,3,1,0,0,51.0,3.0,1
5085,50051,6,17,1,0,85.0,5.0,1
5086,16980,6,7,0,0,82.0,3.0,1
5087,53861,3,3,0,0,51.0,4.0,1
5088,9668,3,4,0,0,56.0,4.0,2
5089,56323,3,33,0,0,47.0,1.0,1
5090,5243,2,4,1,0,50.0,5.0,1
5091,4723,3,10,0,0,49.0,2.0,1
5092,75993,4,4,0,1,95.0,5.0,1
5093,30465,3,4,0,0,50.0,1.0,1
5094,12180,6,6,0,0,84.0,3.0,1
5095,18811,3,4,0,0,45.0,2.0,1
5096,11905,1,4,0,0,83.0,3.0,1
5097,41970,3,4,0,0,52.0,1.0,1
5098,47732,1,19,0,0,80.0,3.0,1
5099,35285,1,4,1,0,81.0,3.0,2
5100,74926,7,6,0,1,59.0,3.0,1
5101,43580,4,29,1,0,71.0,4.0,2
5102,59844,7,5,1,0,59.0,3.0,1
5103,17367,5,6,0,0,58.0,5.0,3
5104,31433,7,12,0,0,63.0,2.0,1
5105,9606,4,4,1,0,73.0,5.0,1
5106,60455,7,28,1,0,61.0,1.0,1
5107,51812,4,4,0,0,74.0,3.0,1
5108,61986,8,4,0,0,61.0,3.3454590756197833,1
5109,18219,1,23,0,0,77.0,1.0,1
5110,7616,4,21,0,0,69.0,1.0,1
5111,28331,4,29,0,0,69.0,3.0,1
5112,75947,4,22,0,0,64.0,3.0,1
5113,55734,3,4,0,0,51.0,3.0,2
5114,75507,1,3,0,0,77.0,3.0,1
5115,39106,3,4,0,0,50.0,5.0,2
5116,69054,1,4,0,0,81.0,1.0,1
5117,63980,3,7,1,0,50.0,3.0,2
5118,19772,6,4,0,0,78.0,3.0,1
5119,54433,3,2,0,0,52.0,3.0,1
5120,3436,1,29,1,0,80.0,4.0,2
5121,15470,1,28,1,0,78.0,4.0,1
5122,1718,7,3,0,0,59.0,3.0,2
5123,19344,1,4,0,0,75.0,2.0,2
5124,44288,4,22,0,0,68.0,2.0,1
5125,28739,7,4,0,0,55.0,5.0,1
5126,74827,1,18,0,0,78.0,3.0,2
5127,56783,3,7,0,0,47.0,1.0,1
5128,60197,7,15,1,0,61.0,5.0,1
5129,17165,3,4,0,0,48.0,1.0,1
5130,22861,7,4,0,0,60.0,3.0,1
5131,39713,2,7,1,0,46.0,5.0,1
5132,30832,3,6,0,0,50.0,1.0,4
5133,658,3,3,0,0,48.0,1.0,1
5134,10993,6,31,0,0,83.0,5.0,2
5135,54807,1,12,0,0,79.0,2.0,1
5136,553,3,4,0,0,48.0,4.0,1
5137,34750,1,6,1,0,77.0,5.0,1
5138,67202,3,22,1,0,53.0,5.0,1
5139,76062,1,22,0,0,84.0,2.0,1
5140,50300,3,23,1,0,47.0,4.0,1
5141,36667,3,4,0,0,47.0,3.0,1
5142,75991,3,7,0,0,50.0,4.0,1
5143,26100,3,23,1,0,51.0,5.0,1
5144,63022,3,3,0,0,49.0,1.0,1
5145,43293,9,5,0,0,83.0,1.0,1
5146,68085,3,6,0,0,49.0,5.0,1
5147,15715,3,17,0,0,52.0,1.0,1
5148,34813,6,19,0,0,82.0,5.0,2
5149,30915,7,3,0,0,57.0,3.0,1
5150,39001,4,7,1,0,65.0,3.0,5
5151,53973,3,26,0,0,52.0,3.3454590756197833,1
5152,10520,3,25,0,0,45.0,3.0,1
5153,54349,6,5,0,0,83.0,3.3454590756197833,1
5154,47520,7,10,1,0,61.0,4.0,1
5155,16389,6,7,1,0,84.0,3.0,1
5156,17852,4,4,1,0,70.0,3.3454590756197833,2
5157,10311,3,4,0,0,55.0,1.0,1
5158,12074,1,30,1,0,78.0,3.0,1
5159,54670,7,1,0,0,64.0,5.0,1
5160,14028,2,6,1,0,47.0,3.0,1
5161,73442,7,4,0,0,78.0,5.0,1
5162,17014,3,2,0,0,53.0,1.0,1
5163,47049,7,12,0,0,65.0,2.0,1
5164,60701,7,7,0,0,59.0,3.3454590756197833,1
5165,45581,3,1,0,0,47.0,3.3454590756197833,2
5166,35394,3,1,0,0,45.0,3.0,1
5167,10333,2,7,0,0,48.0,4.0,1
5168,25695,1,6,0,0,83.0,4.0,1
5169,21023,6,31,0,0,84.0,1.0,1
5170,43545,4,4,0,0,67.0,1.0,3
5171,2310,6,7,1,0,86.0,3.0,1
5172,22922,7,30,0,0,61.0,5.0,1
5173,56510,4,7,0,0,72.0,4.0,1
5174,7267,1,4,0,0,82.0,3.0,2
5175,45289,7,2,1,0,59.0,4.0,1
5176,1874,5,4,0,0,55.0,3.0,1
5177,17620,8,1,0,0,58.0,3.0,1
5178,50485,6,7,1,0,85.0,2.0,2
5179,75793,5,6,1,0,57.0,5.0,1
5180,24344,1,23,1,0,88.0,4.0,1
5181,45355,3,14,0,0,48.0,4.0,1
5182,31912,3,22,0,0,51.0,3.0,1
5183,27261,2,4,0,0,47.0,4.0,1
5184,77657,5,16,0,0,62.0,5.0,2
5185,61365,7,4,0,0,59.0,3.3454590756197833,1
5186,64953,4,4,1,0,74.0,5.0,1
5187,39081,7,11,1,0,58.0,4.0,1
5188,18387,2,4,0,0,52.0,5.0,1
5189,73475,5,4,0,0,64.0,3.3454590756197833,1
5190,44734,1,18,1,0,81.0,4.0,1
5191,73408,3,23,0,0,48.0,4.0,2
5192,56917,6,11,1,0,85.0,3.0,1
5193,69673,5,2,0,0,57.0,4.0,1
5194,63591,3,18,1,0,54.0,3.0,1
5195,27463,1,25,0,0,79.0,4.0,1
5196,51027,7,19,0,0,59.0,4.0,1
5197,13217,3,1,0,0,48.0,5.0,1
5198,77391,3,31,0,0,50.0,3.0,1
5199,47461,3,8,0,0,53.0,3.0,1
5200,43019,3,19,0,0,52.0,1.0,1
5201,46120,8,6,1,0,59.0,5.0,1
5202,71020,3,6,0,0,50.0,3.0,2
5203,62932,3,20,1,0,51.0,2.0,1
5204,50225,6,17,0,0,88.0,3.0,1
5205,67947,5,11,0,0,57.0,1.0,1
5206,12956,4,29,0,0,86.0,3.0,1
5207,14037,3,26,0,0,47.0,3.0,1
5208,19894,1,7,1,0,81.0,3.3454590756197833,2
5209,20838,6,19,0,0,84.0,2.0,2
5210,42325,1,23,0,0,77.0,4.0,2
5211,29412,3,19,0,0,46.0,3.0,2
5212,16319,3,19,1,0,49.0,3.0,1
5213,67962,7,26,0,0,59.0,3.0,1
5214,77252,4,4,1,0,70.0,3.0,1
5215,2408,7,23,0,1,68.0,3.0,1
5216,65074,4,6,0,0,70.0,4.0,2
5217,40319,5,26,1,0,61.0,5.0,1
5218,19833,7,20,0,0,62.0,3.0,1
5219,9553,3,14,0,0,47.0,3.0,1
5220,16600,1,4,1,0,76.0,5.0,1
5221,49294,7,4,1,0,63.0,5.0,2
5222,73084,6,11,1,0,86.0,4.0,1
5223,61201,1,8,0,0,75.0,4.0,2
5224,66961,3,24,1,0,51.0,4.0,1
5225,66208,6,11,1,0,84.0,3.0,1
5226,32911,3,7,1,0,50.0,3.0,1
5227,27627,4,9,0,0,69.0,3.0,1
5228,53198,4,4,0,0,74.0,3.0,1
5229,7731,6,7,1,0,83.0,3.3454590756197833,1
5230,17792,2,4,0,0,44.0,5.0,1
5231,11574,3,7,0,0,53.0,3.0,1
5232,22152,7,23,0,0,60.0,5.0,1
5233,61548,2,4,1,0,45.0,3.0,1
5234,69127,3,4,0,0,48.0,3.3454590756197833,1
5235,22010,7,4,1,0,60.0,5.0,1
5236,31752,3,14,0,0,63.0,5.0,1
5237,59555,7,7,1,0,60.0,3.0,1
5238,9030,1,4,0,0,79.0,3.0,1
5239,61861,1,4,0,0,79.0,3.0,1
5240,28603,4,3,0,0,73.0,2.0,1
5241,8974,7,9,1,0,62.0,2.0,1
5242,34853,8,28,0,0,64.0,3.0,1
5243,29374,3,1,0,0,55.0,3.0,1
5244,3466,1,4,0,0,81.0,3.0,4
5245,20540,7,20,1,0,61.0,5.0,1
5246,14517,3,1,1,0,48.0,3.0,2
5247,41962,4,9,0,0,64.0,3.0,1
5248,62202,4,11,0,0,71.0,1.0,1
5249,29918,6,6,0,0,90.0,3.0,1
5250,73593,2,4,1,0,50.0,4.0,1
5251,74640,1,6,0,0,82.0,1.0,1
5252,21045,3,3,1,0,47.0,5.0,1
5253,6342,9,7,0,0,85.0,4.0,4
5254,36601,1,1,0,0,82.0,3.0,2
5255,75291,7,4,1,0,58.0,5.0,1
5256,22873,3,32,0,0,51.0,1.0,3
5257,40978,3,1,1,1,54.0,1.0,1
5258,38787,3,5,0,0,51.0,3.0,1
5259,53105,3,2,0,0,86.0,3.0,2
5260,61762,4,7,1,0,68.0,1.0,1
5261,48858,6,2,1,0,82.0,5.0,1
5262,56303,6,23,0,0,86.0,3.0,1
5263,3856,6,3,0,0,83.0,3.3454590756197833,2
5264,10278,4,4,0,0,67.0,3.0,1
5265,12223,7,6,0,0,62.0,3.0,1
5266,39622,7,19,0,0,57.0,3.3454590756197833,2
5267,69102,3,19,1,0,53.0,5.0,1
5268,17265,3,1,0,0,49.0,3.0,1
5269,74704,3,14,0,0,52.0,2.0,2
5270,66297,3,20,1,1,47.0,5.0,1
5271,5211,4,4,0,0,67.0,1.0,1
5272,71414,7,4,0,0,61.0,4.0,1
5273,18861,6,14,0,0,85.0,3.0,1
5274,479,6,9,0,0,79.0,4.0,2
5275,4372,5,7,0,0,58.0,1.0,1
5276,48994,9,4,0,0,83.0,4.0,2
5277,66997,7,23,1,0,58.0,3.0,1
5278,13126,7,23,0,0,55.0,2.0,1
5279,10121,3,12,1,0,52.0,1.0,1
5280,33531,9,7,1,0,85.0,3.3454590756197833,1
5281,72686,6,6,1,0,85.0,5.0,1
5282,68538,6,7,0,0,90.0,3.3454590756197833,1
5283,24325,6,2,1,0,83.0,3.0,1
5284,50507,7,4,1,0,60.0,5.0,1
5285,22189,7,19,0,0,64.0,4.0,1
5286,75832,1,7,1,0,79.0,4.0,1
5287,34170,7,7,1,0,57.0,5.0,2
5288,12691,4,6,1,0,69.0,4.0,1
5289,61786,1,6,0,0,81.0,3.0,2
5290,47630,4,7,1,0,69.0,3.0,3
5291,13677,3,4,0,0,48.0,2.0,1
5292,56951,6,28,1,0,84.0,3.0,1
5293,59234,3,3,0,0,53.0,1.0,1
5294,3997,4,4,0,0,67.0,2.0,1
5295,36521,2,4,0,0,49.0,3.0,1
5296,24567,7,4,0,0,60.0,3.0,1
5297,60318,2,4,0,0,48.0,3.0,1
5298,68137,1,3,0,0,77.0,1.0,1
5299,15160,3,6,1,0,48.0,5.0,1
5300,53246,3,4,0,0,47.0,3.0,2
5301,33892,3,4,0,0,49.0,2.0,1
5302,6013,4,4,0,0,70.0,1.0,1
5303,21100,1,4,1,0,83.0,5.0,1
5304,23242,7,18,0,0,61.0,3.0,1
5305,5321,3,7,0,0,50.0,4.0,1
5306,28897,1,4,0,0,80.0,2.0,1
5307,9196,7,4,0,0,71.0,5.0,1
5308,13988,7,23,1,0,62.0,5.0,1
5309,17053,9,1,1,0,80.0,5.0,1
5310,42974,4,6,0,0,64.0,2.0,1
